Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData
Daniel Ketch,Secret,Living,Male,Neutral,,,,Green,Brown,,Marvel,1990,311,5/1/90,
Neena Thurman,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,1992,310,3/1/92,
Wong,No Dual,Living,Male,Good,,,,Brown,Bald,,Marvel,1963,306,7/1/63,
Thanos,No Dual,Living,Male,Bad,Eternal,201,443,Red,Bald,Purple,Marvel,1973,306,2/1/73,
Thanos,,Living,Male,Bad,Eternal,201,443,Red,No hair,Purple,Marvel,1992,11,6/1/92,Doppelganger
Shang-Chi,No Dual,Living,Male,Good,Human,178,79,Brown,Black,,Marvel,1973,296,12/1/73,
Alicia Masters,No Dual,Living,Female,Good,,,,Brown,Strawberry Blond,,Marvel,1962,293,11/1/62,
Alicia Masters,,Living,Female,Good,,,,,Red,,Marvel,1997,5,1/1/97,Heroes Reborn
Robert Baldwin,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1988,293,9/1/88,
Vance Astrovik,Public,Living,Male,Good,,,,Hazel,Brown,,Marvel,1975,290,7/1/75,
Wendell Vaughn,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1978,290,1/1/78,
Chili Storm,Public,Living,Female,,,,,Green,Red,,Marvel,1948,284,10/1/48,
Abner Jenkins,Public,Living,Male,Good,,,,Brown,Brown,,Marvel,1964,284,8/1/64,
Elektra Natchios,Secret,Living,Female,Neutral,,,,Blue,Black,,Marvel,1981,280,1/1/81,
Bullseye,Secret,Living,Male,Bad,Human,183,90,Blue,Blond,,Marvel,1976,277,3/1/76,Lester
Forge,Public,Living,Male,Good,,183,81,Brown,Black,,Marvel,1984,276,8/1/84,
Virginia Potts,No Dual,Living,Female,Good,,,,Green,Red,,Marvel,1963,274,9/1/63,
Virginia Potts,No Dual,Living,Female,Good,,,,,,,Marvel,1996,10,11/1/96,Heroes Reborn
Walter Langkowski,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1979,273,4/1/79,
Gorgon,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1965,272,11/1/65,
Gorgon,Secret,Living,Male,Good,,,,,Brown,,Marvel,1997,6,6/1/97,Heroes Reborn
Gorgon,Secret,Living,Male,Bad,,,,,,,DC,1990,17,6/1/90,
James Madrox,Public,Living,Male,Good,,,,Brown,Brown,,Marvel,1975,271,2/1/75,
James Madrox,Secret,Deceased,Male,Bad,,,,Green,Brown,,Marvel,1987,13,5/1/87,Fallen Angels
James Madrox,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,2008,9,1/1/08,Cortex
James Madrox,Secret,Deceased,Male,Good,,,,Green,Brown,,Marvel,1987,6,5/1/87,Mutate Duplicate
James Madrox,Secret,Deceased,Male,Bad,,,,Green,Brown,,Marvel,2006,3,1/1/06,The X-Factor
James Madrox,Secret,Living,Male,Good,,,,Green,Brown,,Marvel,2006,2,8/1/06,S.H.I.E.L.D. Agent
James Madrox,Secret,Living,,Bad,,,,,,,Marvel,1992,,8/1/92,Doppelganger
Heimdall,Secret,Living,Male,Good,,,,Grey,Brown,,Marvel,1962,270,10/1/62,
Heimdall,Secret,Living,Male,Good,,,,,Brown,,Marvel,1994,1,10/1/94,Earth-941066
Heimdall,Secret,Living,Male,Good,,,,,,,DC,1967,1,10/1/67,
Theresa Cassidy,Secret,Living,Female,Good,,,,Green,Red,,Marvel,1981,267,4/1/81,
Laura Kinney,Secret,Living,Female,Good,,,,Green,Black,,Marvel,2004,265,2/1/04,
Arthur Douglas,Secret,Living,Male,Good,,,,Blue,Brown,,Marvel,1973,264,2/1/73,
Peter Parker,Secret,Deceased,Male,Good,,,,Hazel,Blond,,Marvel,1975,263,10/1/75,Ben Reilly
Peter Parker,Secret,Living,Male,Good,,,,Hazel,Brown,,Marvel,1994,137,12/1/94,Kaine
Peter Parker,Secret,Living,Male,Bad,,,,White,Bald,,Marvel,1992,35,6/1/92,Doppelganger
Peter Parker,Secret,Deceased,Male,Bad,,,,Hazel,Brown,,Marvel,1995,35,3/1/95,Spidercide
Peter Parker,Secret,Deceased,Male,Neutral,,,,,,,Marvel,1996,12,2/1/96,Spider-Skeleton
Peter Parker,Secret,Deceased,Male,Neutral,,,,Hazel,Bald,,Marvel,1995,8,3/1/95,Jack
Peter Parker,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,2008,6,6/1/08,Skrull
Peter Parker,Secret,Deceased,Male,Bad,,,,Hazel,Brown,,Marvel,1995,3,3/1/95,Guardian
Peter Parker,No Dual,Deceased,Male,,,,,,,,Marvel,1972,1,10/1/72,Counter-Earth
Peter Parker,No Dual,Deceased,Male,,,,,,,,Marvel,,1,,Robot
Warlock,Secret,Living,Male,Good,,188,108,Black,Bald,,Marvel,1984,261,8/1/84,Technarch
Kevin Plunder,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,1965,260,3/1/65,
Leonard Samson,Public,Deceased,Male,Good,,,,Brown,Green,,Marvel,1971,260,7/1/71,
Leonard Samson,Public,Living,Male,Good,,,,,,,Marvel,1996,9,11/1/96,Heroes Reborn
Melissa Gold,Secret,Living,Female,Good,,,,Green,Blond,,Marvel,1979,260,8/1/79,
Lockheed,Secret,Living,Male,Good,,,,,Bald,,Marvel,1983,260,2/1/83,
Mercedes Knight,Public,Living,Female,Good,,,,Brown,Black,,Marvel,1972,259,3/1/72,
Moira Kinross,No Dual,Deceased,Female,Good,,,,Blue,Brown,,Marvel,1975,259,12/1/75,
Karnak,Secret,Deceased,Male,Good,,,,Blue,Black,,Marvel,1965,257,12/1/65,
Karnak,,Living,Male,Good,,,,,,,Marvel,1997,5,6/1/97,Heroes Reborn
Namorita Prentiss,Public,Deceased,Female,Good,,,,Blue,Blond,,Marvel,1972,257,6/1/72,
Lockjaw,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1965,255,12/1/65,
Lockjaw,,Living,Male,Good,,,,,,,Marvel,1997,2,6/1/97,Heroes Reborn
Adam Warlock,No Dual,Living,Male,Good,,,,White,Gold,,Marvel,1967,252,9/1/67,
Heather McNeil,Public,Living,Female,Neutral,,,,Green,Red,,Marvel,1980,252,11/1/80,
Curtis Connors,Public,Living,Male,Neutral,,,,Red,Bald,,Marvel,1963,250,11/1/63,
Theodore Sallis,Secret,Living,Male,Good,,,,Red,Bald,,Marvel,1971,249,5/1/71,
Adrian Toomes,Public,Living,Male,Bad,,,,Hazel,Bald,,Marvel,1963,248,5/1/63,
Amora,Public,Living,Female,Bad,,,,Green,Blond,,Marvel,1964,247,4/1/64,
Amora,Public,Living,Female,Bad,,,,Green,Yellow,,Marvel,1996,9,11/1/96,Heroes Reborn
Clea,No Dual,Living,Female,Good,,,,Blue,White,,Marvel,1964,247,11/1/64,
Mar-Vell,Public,Deceased,Male,Good,,,,Blue,Blond,,Marvel,1967,245,12/1/67,
Eugene Judd,Public,Living,Male,Good,,,,Brown,Bald,,Marvel,1983,245,8/1/83,
Eugene Judd,Secret,Deceased,Male,Bad,,,,Brown,Black,,Marvel,,2,,Revenant
Daimon Hellstrom,No Dual,Living,Male,Neutral,,,,Red,Red,,Marvel,1973,242,9/1/73,
John Jonah Jameson III,No Dual,Living,Male,Good,,,,Brown,Auburn,,Marvel,1963,240,3/1/63,
Triton,No Dual,Living,Male,Good,Inhuman,188,86,Green,Bald,Green,Marvel,1965,240,12/1/65,
Triton,,Living,Male,Good,Inhuman,188,86,Green,Bald,Green,Marvel,1997,6,6/1/97,Heroes Reborn
Triton,Public,Living,Male,Neutral,Inhuman,188,86,Green,White,Green,DC,1995,8,7/1/95,
Meggan Puceanu,Secret,Living,Female,Good,,,,,,,Marvel,1983,240,12/1/83,
Robert Reynolds,Secret,Living,Male,Neutral,,,,Blue,Blond,,Marvel,2000,240,9/1/00,
Aleksei Sytsevich,Secret,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1966,239,10/1/66,
Santo Vaccarro,Secret,Living,Male,Good,,,,White,Bald,,Marvel,2003,238,9/1/03,
Jonathan Clay,Secret,Living,Male,Good,,,,Blue,Red,,Marvel,1960,237,8/1/60,
Ares,Secret,Deceased,Male,Neutral,,185,270,Brown,Brown,,Marvel,1949,236,4/1/49,
Ares,Public,Living,Male,Bad,,185,270,Red,Blond,,DC,1987,127,2/1/87,
Sersi,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,1976,236,9/1/76,
Guido Carosella,Secret,Living,Male,Neutral,,,,Brown,Bald,,Marvel,1985,236,7/1/85,
Zabu,Public,Living,Male,Good,,,,Green,Orange,,Marvel,1965,234,3/1/65,
Michael Morbius,Secret,Living,Male,Neutral,,,,Red,Black,,Marvel,1971,231,10/1/71,
Julio Richter,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1987,231,6/1/87,
Phoenix Force,Secret,Deceased,,Neutral,,,,,Bald,,Marvel,1976,229,10/1/76,
Megan Gwynn,Public,Living,Female,Good,,,,Black Eyeballs,Pink,,Marvel,2004,229,11/1/04,
Kyle Richmond,Secret,Living,Male,Good,,,,Brown,Auburn,,Marvel,1969,227,10/1/69,
Kyle Richmond,Secret,Deceased,Male,Bad,,,,,,,Marvel,2011,4,5/1/11,Zombie Clone
Karen Page,No Dual,Deceased,Female,Good,,,,Blue,Blond,,Marvel,1964,226,4/1/64,
Tyrone Johnson,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1982,226,3/1/82,
Maxwell Dillon,Public,Living,Male,Bad,,,,Blue,Auburn,,Marvel,1964,225,2/1/64,
Valerie Cooper,Public,Living,Female,Good,,,,Blue,Blond,,Marvel,1983,225,12/1/83,
Anna May,No Dual,Living,Female,Good,,,,Blue,White,,Marvel,1964,224,8/1/64,
Vlad Dracula,No Dual,Living,Male,Bad,,,,Red,White,,Marvel,1951,223,3/1/51,
Vlad Dracula,Secret,Living,Male,Bad,,,,Red,Brown,,Marvel,1994,3,2/1/94,Bloodstorm One
Tandy Bowen,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1982,222,3/1/82,
Monet St. Croix,No Dual,Living,Female,Good,,,,Brown,Black,,Marvel,1994,221,11/1/94,
Gamora,No Dual,Living,Female,Neutral,Zen-whoberian,183,77,Yellow,Black,Green,Marvel,1975,218,6/1/75,
Amara Aquilla,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1983,217,10/1/83,
Julia Carpenter,Secret,Living,Female,Good,,,,Blue,Strawberry Blond,,Marvel,1984,212,10/1/84,
Jane Foster,No Dual,Living,Female,Good,,,,Blue,Brown,,Marvel,1962,211,9/1/62,
Jane Foster,Public,Living,Female,Good,,,,,,,Marvel,1996,2,11/1/96,Heroes Reborn
Mortimer Toynbee,Secret,Living,Male,Neutral,,,,Black,Brown,,Marvel,1964,210,3/1/64,
Mortimer Toynbee,Secret,Deceased,Male,Bad,,,,Black,Brown,,Marvel,2012,2,1/1/12,Clone
Scott Lang,Public,Living,Male,Good,,,,Blue,Strawberry Blond,,Marvel,1979,209,3/1/79,
Scott Lang,Secret,Living,Male,Bad,,,,,,,Marvel,1998,1,5/1/98,Stinger
Paige Guthrie,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1984,207,11/1/84,
Benjamin Parker,No Dual,Deceased,Male,Good,,,,Blue,Brown,,Marvel,1962,205,8/1/62,
Erik Josten,Secret,Living,Male,Good,,,,Brown,Red,,Marvel,1965,204,10/1/65,
Jeanne-Marie Beaubier,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,1979,203,4/1/79,
Carl Creel,Public,Living,Male,Bad,,,,Blue,Bald,,Marvel,1964,202,4/1/64,
Gloria Grant,No Dual,Living,Female,,,,,Brown,Black,,Marvel,1975,202,1/1/75,
Michael Twoyoungmen,Public,Living,Male,Good,,,,Brown,Black,,Marvel,1979,200,4/1/79,
Hope Summers,Secret,Living,Female,Good,,168,48,Green,Red,,Marvel,2008,200,1/1/08,
Eric Masterson,Secret,Deceased,Male,Good,,,,Blue,Blond,,Marvel,1988,198,5/1/88,
Alexander Power,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1984,197,8/1/84,
Matthew Hawk,Secret,Deceased,Male,Good,,,,Blue,Brown,,Marvel,1962,195,11/1/62,
Jessica Jones,No Dual,Living,Female,Good,Human,170,56,Brown,Brown,,Marvel,1963,195,9/1/63,
Jessica Jones,Secret,Deceased,Female,Bad,Human,170,56,Green,Bald,,Marvel,2008,5,6/1/08,Skrull
Frederick Dukes,Public,Living,Male,Bad,,,,Brown,Brown,,Marvel,1964,194,1/1/64,
Frederick Dukes,Secret,Deceased,Male,Bad,,,,Brown,Bald,,Marvel,2012,4,1/1/12,Clone
Eric Brooks,Public,Living,Male,Good,,,,Brown,Black,,Marvel,1973,194,7/1/73,
Eric Brooks,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1976,5,9/1/76,Doppelganger
Eros,Public,Living,Male,Good,,,,Blue,Red,,Marvel,1973,193,2/1/73,
Eros,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1987,5,9/1/87,Olympian
Eros,Public,Living,Male,Neutral,,,,Blue,Blond,,DC,1981,25,4/1/81,
Madison Jeffries,No Dual,Living,Male,Good,,,,Brown,Black,,Marvel,1983,193,8/1/83,
Mandarin,Secret,Deceased,Male,Bad,Human,188,97,Blue,Black,,Marvel,1964,190,2/1/64,
Mandarin,Public,Deceased,Male,Bad,Human,188,97,Blue,Bald,,Marvel,1997,3,3/1/97,Heroes Reborn
The Wizard,Public,Living,Male,Bad,,,,Hazel,Brown,,Marvel,1962,189,11/1/62,
The Wizard,,Living,Male,Bad,,,,,,,Marvel,1970,1,7/1/70,Android
Akihiro,Secret,Living,Male,Bad,,,,Blue,Black,,Marvel,2006,189,10/1/06,
Sergei Kravinoff,Public,Deceased,Male,Bad,,,,Brown,Black,,Marvel,1964,188,8/1/64,
Jonothon Starsmore,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1994,187,11/1/94,
Helmut Zemo,Public,Living,Male,Bad,,,,Blue,Blond,,Marvel,1973,184,12/1/73,
Helmut Zemo,Secret,Deceased,Male,Neutral,,,,Blue,Blond,,Marvel,2002,4,2/1/02,Heroes Reborn
Victor Borkowski,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,2003,184,8/1/03,
Edward Leeds,Secret,Deceased,Male,Neutral,,,,Blue,Brown,,Marvel,1964,181,11/1/64,
Ultron,No Dual,Deceased,Male,Bad,Android,206,331,Red,Bald,Silver,Marvel,1968,181,7/1/68,
Ultron,Public,Living,Male,Bad,Android,206,331,Red,Bald,Silver,Marvel,1996,6,11/1/96,Heroes Reborn
Douglas Ramsey,Secret,Living,Male,Good,,,,Blue,Blond,,Marvel,1984,181,3/1/84,
Quentin Beck,Secret,Living,Male,Bad,,,,Blue,Bald,,Marvel,1964,180,6/1/64,
Herbert Wyndham,Secret,Living,Male,Neutral,,,,Brown,Brown,,Marvel,1966,179,11/1/66,
Julian Keller,Public,Living,Male,Good,,,,Blue,Black,,Marvel,2003,179,8/1/03,
Jack Russell,Secret,Living,Male,Good,,,,Blue,Red,,Marvel,1972,178,2/1/72,
Celeste Cuckoo,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,2001,177,11/1/01,
Valentina Allegra de Fontaine,Secret,Living,Female,Neutral,,,,Blue,Black,,Marvel,1967,176,8/1/67,
Valentina Allegra de Fontaine,,Living,Female,Good,,,,,,,Marvel,1996,4,12/1/96,Heroes Reborn
Valentina Allegra de Fontaine,Secret,Living,Female,Bad,,,,Green,Bald,,Marvel,2008,1,6/1/08,Skrull
Ophelia Sarkissian,Secret,Living,Female,Bad,,,,Green,Black,,Marvel,1969,175,2/1/69,
Colleen Wing,Public,Living,Female,Good,,,,Blue,Auburn,,Marvel,1974,175,11/1/74,
Irma Cuckoo,Secret,Living,Female,Good,,,,Blue,Black,,Marvel,2001,175,11/1/01,
Sebastian Shaw,No Dual,Living,Male,Neutral,Mutant,,,Blue,Black,,Marvel,1980,174,1/1/80,
Phoebe Cuckoo,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,2001,174,11/1/01,
Sage,Secret,Living,Female,Good,,170,61,Blue,Black,,Marvel,1980,172,4/1/80,
Valeria Richards,No Dual,Living,Female,Good,,,,Blue,Blond,,Marvel,2002,171,2/1/02,
Donald Blake,No Dual,Living,Male,Good,,,,Blue,Blond,,Marvel,1962,170,8/1/62,
Donald Blake,,Deceased,Male,,,,,,Blond,,Marvel,1994,6,6/1/94,Mystic Spell
Donald Blake,No Dual,Living,Male,Good,,,,,Blond,,Marvel,1996,2,11/1/96,Heroes Reborn
Hela,Secret,Deceased,Female,Bad,Asgardian,213,225,Green,Black,,Marvel,1964,170,3/1/64,
Lilandra Neramani,No Dual,Deceased,Female,Good,,,,Orange,Black,,Marvel,1976,170,2/1/76,
Henry Gyrich,No Dual,Living,Male,Bad,,,,Green,Red,,Marvel,1977,170,11/1/77,
Henry Gyrich,No Dual,Living,Male,Neutral,,,,,,,Marvel,1996,4,11/1/96,Heroes Reborn
Dwayne Taylor,Secret,Deceased,Male,Good,,,,Brown,Black,,Marvel,1989,169,12/1/89,
Harold Hogan,No Dual,Deceased,Male,Good,,,,Brown,Brown,,Marvel,1963,166,9/1/63,
Harold Hogan,,Living,Male,Good,,,,,,,Marvel,1996,4,11/1/96,Heroes Reborn
Harold Hogan,Public,Living,Male,Good,,,,,,,Marvel,2008,1,7/1/08,Earth-20051
Redwing,Public,Living,Male,,,,,Yellow,,,Marvel,1969,165,9/1/69,
Christopher Powell,Secret,Living,Male,Good,,,,Brown,Brown,,Marvel,1991,165,3/1/91,
Harvey Elder,Secret,Living,Male,Bad,,,,Brown,Grey,,Marvel,1961,164,11/1/61,
Harvey Elder,,Living,Male,Bad,,,,,Black,,Marvel,1996,3,11/1/96,Heroes Reborn
Wolfgang von Strucker,Public,Deceased,Male,Bad,,,,Blue,Bald,,Marvel,1964,164,1/1/64,
Dirk Garthwaite,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,1968,164,1/1/68,
Pip Gofern,Secret,Living,Male,Good,,,,Green,Red,,Marvel,1975,163,4/1/75,
Tony Masters,Secret,Living,Male,Neutral,,,,Brown,Brown,,Marvel,1980,163,5/1/80,
David Lieberman,Secret,Deceased,Male,Neutral,,,,Green,Brown,,Marvel,1987,163,11/1/87,
James Hudson,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1978,161,2/1/78,
James Hudson,Secret,Deceased,Male,Good,,,,Brown,Black,,Marvel,1997,23,8/1/97,Clone
Miles Warren,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,1965,160,12/1/65,
Miles Warren,Secret,Deceased,Male,Bad,,,,Yellow,Bald,,Marvel,1978,14,12/1/78,Clone
Kallark,Public,Living,Male,Neutral,,,,Blue,Blue,,Marvel,1977,160,10/1/77,
En Sabah Nur,Public,Deceased,Male,Bad,,,,Red,Black,,Marvel,1986,160,6/1/86,
En Sabah Nur,Secret,Living,Male,Good,,,,Black,Black,,Marvel,2011,78,6/1/11,Evan Sabahnur
Shiro Yoshida,Public,Living,Male,Good,,,,Black,Black,,Marvel,1970,158,1/1/70,
Silver Sablinova,Secret,Deceased,Female,Good,,,,Blue,Silver,,Marvel,1985,158,6/1/85,
Elvin Haliday,Secret,Living,Male,Good,,,,Brown,Bald,,Marvel,1990,158,11/1/90,
James Bradley,Secret,Living,Male,Good,,,,Blue,Black,,Marvel,,158,,
Calvin Zabo,Secret,Living,Male,Bad,,,,Brown,Brown,,Marvel,1963,157,12/1/63,
Frederick Myers,Secret,Living,Male,Bad,,,,Brown,Brown,,Marvel,1966,157,7/1/66,
Mantis,Secret,Living,Female,Good,Human-kree,168,52,Green,Black,Green,Marvel,1973,156,6/1/73,
Mantis,,Living,Female,Bad,Human-kree,168,52,Green,Black,Green,Marvel,1996,4,12/1/96,Heroes Reborn
Mantis,Secret,Deceased,Male,Bad,Human-kree,168,52,Orange,Black,Green,DC,1971,30,5/1/71,
Marlene Alraune,No Dual,Living,Female,Good,,,,Blue,Blond,,Marvel,1976,156,6/1/76,
Rachel Leighton,Secret,Living,Female,Good,,,,Green,Brown,,Marvel,1985,156,10/1/85,
Rachel Leighton,Secret,Deceased,Female,Bad,,,,Green,Blond,,Marvel,2004,6,9/1/04,LMD
Veranke,No Dual,Deceased,Female,Bad,,,,Green,Green,,Marvel,2005,156,1/1/05,
Nathaniel Essex,Secret,Living,Male,Bad,,,,Red,Black,,Marvel,1987,155,9/1/87,
Nathaniel Essex,,Deceased,Male,Neutral,,,,Red,Black,,Marvel,2012,1,8/1/12,Rebellious Clone
Anthony Druid,Public,Deceased,Male,Good,,,,Green,Black,,Marvel,1961,153,6/1/61,
Cassandra Lang,Public,Deceased,Female,Good,,,,Blue,Blond,,Marvel,1979,153,4/1/79,
Beta Ray Bill,No Dual,Living,Male,Good,,201,216,White,Bald,,Marvel,1983,153,11/1/83,
Samuel Sterns,Public,Deceased,Male,Bad,,,,Red,Black,,Marvel,1964,152,12/1/64,
Leech,Secret,Living,Male,Good,,,,White,Bald,,Marvel,1984,152,3/1/84,
Glenn Talbot,No Dual,Deceased,Male,Neutral,,,,Blue,Brown,,Marvel,1964,151,11/1/64,
Bug,Public,Living,Male,Good,,,,Yellow,Green,,Marvel,1979,151,1/1/79,
Peter Petruski,Secret,Living,Male,Bad,,,,Brown,Bald,,Marvel,1963,150,1/1/63,
Julie Power,Secret,Living,Female,Good,,,,Blue,Strawberry Blond,,Marvel,1984,150,8/1/84,
Giuletta Nefaria,Secret,Living,Female,Bad,,,,Grey,Black,,Marvel,1968,149,1/1/68,
Giuletta Nefaria,Secret,Deceased,Female,Good,,,,Grey,Black,,Marvel,1995,17,9/1/95,Masque
Robert Ralston,No Dual,Deceased,Male,Good,,,,Blue,Blond,,Marvel,1963,148,5/1/63,
Maximus,Secret,Living,Male,Neutral,,,,Blue,Black,,Marvel,1966,147,2/1/66,
Maximus,,Living,Male,Bad,,,,,,,Marvel,1997,2,7/1/97,Heroes Reborn
Genis-Vell,Public,Deceased,Male,Good,,,,Blue,Blond,,Marvel,1993,147,10/1/93,
Hisako Ichiki,Secret,Living,Female,Good,,,,Black,Black,,Marvel,2004,147,10/1/04,
Dmitri Smerdyakov,Secret,Living,Male,Bad,,,,Variable,Variable,,Marvel,1963,146,3/1/63,
Eliot Franklin,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1974,146,11/1/74,Thunderball
Eliot Franklin,Public,Living,Male,,,,,Brown,Brown,,Marvel,1962,55,9/1/62,Clown
X-51,Known to Authorities,Living,Male,Good,,,,Red,Black,,Marvel,1977,146,7/1/77,
Madelyne Pryor,Public,Living,Female,Bad,,,,Green,Red,,Marvel,1983,146,4/1/83,
Madelyne Pryor,Secret,Deceased,Female,Bad,,,,Green,Red,,Marvel,2012,1,8/1/12,Clone
Adolf Hitler,No Dual,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1940,145,9/1/40,
Adolf Hitler,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,1963,30,12/1/63,Clone
Adolf Hitler,Public,Deceased,Male,Bad,,,,Brown,Brown,,DC,1942,101,3/1/42,
Herman Schultz,Public,Living,Male,Bad,,,,Brown,Brown,,Marvel,1967,145,3/1/67,
Noriko Ashida,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,2004,145,1/1/04,
Chen Lu,Secret,Living,Male,Bad,,,,Brown,Bald,,Marvel,1963,144,6/1/63,
Chen Lu,,Living,Male,Bad,,,,,,,Marvel,1997,3,6/1/97,Heroes Reborn
Ulysses Klaw,Public,Deceased,Male,Bad,,,,Red,Bald,,Marvel,1966,143,8/1/66,
Ulysses Klaw,,Living,Male,Bad,,,,,,,Marvel,1997,2,6/1/97,Heroes Reborn
Cessily Kincaid,Secret,Living,Female,Good,,,,Silver,Red,,Marvel,2003,143,8/1/03,
Kyle Gibney,Secret,Deceased,Male,Neutral,,,,Blue,Blond,,Marvel,1983,142,8/1/83,
Jack Monroe,Public,Deceased,Male,Good,,,,Brown,Brown,,Marvel,1953,141,12/1/53,
Madeline Joyce,Secret,Deceased,Female,Good,,,,Blue,Brown,,Marvel,1943,140,11/1/43,
George Tarleton,Public,Living,Male,Bad,,,,White,Brown,,Marvel,1967,140,9/1/67,
George Tarleton,Secret,Living,Male,Bad,,,,White,Bald,,Marvel,2011,19,3/1/11,M.O.D.O.K. Superior
George Tarleton,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1997,3,4/1/97,Heroes Reborn
Jocasta,No Dual,Living,Female,Good,,,,Red,Bald,,Marvel,1977,140,8/1/77,
Jocasta,,Living,Female,Bad,,,,Red,Red,,DC,1992,4,7/1/92,
Peter Wisdom,No Dual,Living,Male,Good,,,,Blue,Black,,Marvel,1995,140,2/1/95,
Jeffrey Mace,Secret,Deceased,Male,Good,,,,Blue,Black,,Marvel,1940,139,12/1/40,
Aquaria Neptunia,Secret,Living,Female,Good,,,,Blue,Blond,,Marvel,1947,139,5/1/47,
Dragon Man,No Dual,Living,Male,Good,,,,Grey,Bald,,Marvel,1965,139,2/1/65,
Narya,Secret,Living,Female,Good,,,,White,Blond,,Marvel,1979,138,4/1/79,
Burglar,Public,Deceased,Male,Bad,,,,Blue,Blond,,Marvel,1962,137,8/1/62,
Dino Manelli,Public,Deceased,Male,Good,,,,,Black,,Marvel,1963,137,5/1/63,
Nightmare,Secret,Living,Male,Bad,,,,Black,Black,,Marvel,1963,136,7/1/63,
Ronan,No Dual,Living,Male,Neutral,,,,Blue,Brown,,Marvel,1967,136,8/1/67,
Thomas Halloway,Public,Living,Male,Good,,,,Brown,White,,Marvel,1939,135,10/1/39,
Jasper Sitwell,Public,Deceased,Male,Good,,,,Blue,Blond,,Marvel,1966,134,5/1/66,
Jasper Sitwell,,Deceased,Male,,,,,,,,Marvel,1996,7,11/1/96,Heroes Reborn
Jasper Sitwell,,Living,Male,,,,,,Blond,,Marvel,1988,2,10/1/88,LMD
Frank Payne,Secret,Living,Male,Neutral,,,,,Bald,,Marvel,1977,134,6/1/77,
Paladin,Secret,Living,Male,Neutral,,,,Brown,Brown,,Marvel,1978,134,1/1/78,
Steel,Public,Living,Male,Good,,201,131,Brown,White,,Marvel,,134,,
Mad Thinker,Secret,Living,Male,Bad,,,,Blue,Brown,,Marvel,1963,133,6/1/63,
Brian Calusky,Public,Living,Male,Bad,,,,Blue,Blond,,Marvel,1974,133,11/1/74,
Arthur Maddicks,No Dual,Living,Male,Good,,,,White,Bald,,Marvel,1986,133,3/1/86,
Hedy Wolfe,No Dual,Living,Female,,,,,Hazel,Black,,Marvel,1944,132,11/1/44,
Isadore Cohen,Public,Living,Male,Good,,,,,,,Marvel,1963,132,5/1/63,
Dormammu,No Dual,Living,Male,Bad,,185,,Yellow,Bald,,Marvel,1964,132,11/1/64,
Makkari,Secret,Living,Male,Good,,,,Blue,Strawberry Blond,,Marvel,1940,131,8/1/40,
Marlo Chandler,Public,Living,Female,Good,,,,Blue,Red,,Marvel,1988,131,9/1/88,
Percival Pinkerton,Public,Deceased,Male,Good,,,,Brown,Grey,,Marvel,1964,130,7/1/64,
Quintavius Quire,Public,Living,Male,Good,,,,Brown,Brown,,Marvel,2003,130,1/1/03,
Marla Madison,No Dual,Deceased,Female,,,,,Brown,Brown,,Marvel,1976,129,11/1/76,
Cletus Kasady,Public,Living,Male,Bad,,,,Green,Bald,,Marvel,1991,129,2/1/91,
Supreme Intelligence,No Dual,Living,Male,Neutral,,,,Yellow,Green,,Marvel,1967,128,8/1/67,
Aragorn,No Dual,Living,Male,Good,,,,Brown,White,,Marvel,1968,128,1/1/68,
Aragorn,No Dual,Deceased,,,,,,,White,,Marvel,2005,,6/1/05,Vatican's Black Knight
